Conductivity,Weight,Temperature1,Temperature2,Temperature3,Temperature4,Year,Month,Day,Hour,Minute,Second
441.06,0.5,57.83,52.02,25.61,31.42,2019,4,19,14,58,50
441.06,0.5,57.83,52.02,25.64,31.38,2019,4,19,14,58,55
436.36,0.5,57.83,52.02,25.61,31.42,2019,4,19,14,59,0
441.06,1.0,57.83,52.02,25.64,31.42,2019,4,19,14,59,5
431.67,1.0,57.76,52.02,25.67,31.45,2019,4,19,14,59,10
431.67,1.0,57.79,52.05,25.64,31.45,2019,4,19,14,59,15
441.06,1.0,57.76,52.05,25.67,31.45,2019,4,19,14,59,20
436.36,1.0,57.76,52.02,25.67,31.45,2019,4,19,14,59,25
436.36,1.0,57.73,52.02,25.64,31.45,2019,4,19,14,59,30
431.67,1.5,57.73,52.02,25.64,31.45,2019,4,19,14,59,35
431.67,1.5,57.73,51.98,25.67,31.45,2019,4,19,14,59,40
436.36,1.5,57.73,51.98,25.67,31.45,2019,4,19,14,59,45
441.06,1.5,57.66,51.98,25.67,31.48,2019,4,19,14,59,50
436.36,2.0,57.69,51.98,25.67,31.48,2019,4,19,14,59,55
436.36,2.0,57.69,51.98,25.71,31.48,2019,4,19,15,0,0
441.06,2.0,57.62,51.95,25.67,31.45,2019,4,19,15,0,5
436.36,2.5,57.66,51.98,25.71,31.42,2019,4,19,15,0,10
431.67,2.5,57.66,51.92,25.71,31.48,2019,4,19,15,0,15
441.06,2.5,57.62,51.92,25.71,31.45,2019,4,19,15,0,20
441.06,2.5,57.66,51.92,25.74,31.48,2019,4,19,15,0,25
431.67,3.0,57.66,51.92,25.74,31.48,2019,4,19,15,0,30
441.06,3.0,57.66,51.92,25.77,31.45,2019,4,19,15,0,35
431.67,3.0,57.66,51.95,25.74,31.48,2019,4,19,15,0,40
441.06,3.5,57.62,51.92,25.74,31.48,2019,4,19,15,0,45
436.36,3.5,57.62,51.92,25.74,31.48,2019,4,19,15,0,50
431.67,3.5,57.62,51.92,25.77,31.48,2019,4,19,15,0,55
441.06,3.5,57.59,51.92,25.74,31.45,2019,4,19,15,1,0
441.06,4.0,57.59,51.92,25.74,31.48,2019,4,19,15,1,5
436.36,4.0,57.62,51.92,25.74,31.48,2019,4,19,15,1,10
431.67,4.5,57.62,51.85,25.77,31.48,2019,4,19,15,1,15
431.67,4.5,57.66,51.92,25.77,31.48,2019,4,19,15,1,20
441.06,5.0,57.66,51.92,25.77,31.52,2019,4,19,15,1,25
436.36,5.0,57.66,51.88,25.74,31.48,2019,4,19,15,1,30
441.06,5.5,57.66,51.92,25.77,31.52,2019,4,19,15,1,35
436.36,6.0,57.66,51.92,25.77,31.52,2019,4,19,15,1,40
431.67,6.0,57.62,51.88,25.77,31.48,2019,4,19,15,1,45
441.06,6.5,57.62,51.92,25.77,31.48,2019,4,19,15,1,50
441.06,6.5,57.62,51.92,25.77,31.52,2019,4,19,15,1,55
441.06,7.0,57.59,51.88,25.77,31.52,2019,4,19,15,2,0
436.36,7.5,57.62,51.92,25.77,31.52,2019,4,19,15,2,5
441.06,7.5,57.59,51.92,25.81,31.52,2019,4,19,15,2,10
436.36,8.0,57.59,51.92,25.84,31.55,2019,4,19,15,2,15
431.67,8.5,57.56,51.88,25.81,31.52,2019,4,19,15,2,20
441.06,8.5,57.56,51.88,25.84,31.55,2019,4,19,15,2,25
431.67,9.0,57.52,51.88,25.84,31.52,2019,4,19,15,2,30
431.67,9.5,57.56,51.88,25.81,31.52,2019,4,19,15,2,35
441.06,10.0,57.56,51.88,25.84,31.55,2019,4,19,15,2,40
436.36,10.0,57.59,51.88,25.81,31.52,2019,4,19,15,2,45
436.36,10.5,57.59,51.85,25.81,31.55,2019,4,19,15,2,50
441.06,11.0,57.59,51.88,25.81,31.52,2019,4,19,15,2,55
431.67,11.5,57.59,51.88,25.84,31.55,2019,4,19,15,3,0
431.67,11.5,57.56,51.88,25.84,31.55,2019,4,19,15,3,5
436.36,12.0,57.56,51.92,25.84,31.55,2019,4,19,15,3,10
436.36,12.5,57.56,51.85,25.88,31.52,2019,4,19,15,3,15
441.06,13.0,57.56,51.88,25.88,31.55,2019,4,19,15,3,20
431.67,13.5,57.52,51.85,25.88,31.58,2019,4,19,15,3,26
431.67,14.0,57.52,51.85,25.88,31.55,2019,4,19,15,3,30
431.67,14.5,57.49,51.81,25.84,31.55,2019,4,19,15,3,35
436.36,14.5,57.45,51.85,25.88,31.55,2019,4,19,15,3,41
431.67,15.0,57.45,51.85,25.91,31.55,2019,4,19,15,3,46
441.06,15.5,57.45,51.85,25.91,31.55,2019,4,19,15,3,51
431.67,16.0,57.45,51.81,25.91,31.55,2019,4,19,15,3,56
431.67,16.5,57.42,51.81,25.88,31.58,2019,4,19,15,4,1
441.06,17.0,57.42,51.78,25.91,31.55,2019,4,19,15,4,6
441.06,17.5,57.42,51.78,25.94,31.55,2019,4,19,15,4,11
436.36,18.0,57.39,51.75,25.94,31.58,2019,4,19,15,4,16
436.36,18.5,57.35,51.75,25.91,31.58,2019,4,19,15,4,21
441.06,18.5,57.35,51.75,25.94,31.58,2019,4,19,15,4,26
431.67,19.0,57.32,51.75,25.94,31.58,2019,4,19,15,4,31
436.36,19.5,57.39,51.78,25.94,31.58,2019,4,19,15,4,36
436.36,20.0,57.39,51.71,25.94,31.58,2019,4,19,15,4,41
431.67,20.5,57.39,51.68,25.94,31.62,2019,4,19,15,4,46
436.36,21.0,57.42,51.71,25.94,31.58,2019,4,19,15,4,51
431.67,21.5,57.39,51.71,25.94,31.62,2019,4,19,15,4,56
431.67,22.0,57.39,51.71,25.98,31.58,2019,4,19,15,5,1
431.67,22.5,57.42,51.71,25.98,31.62,2019,4,19,15,5,6
436.36,23.0,57.42,51.75,25.98,31.62,2019,4,19,15,5,11
436.36,23.5,57.42,51.71,25.98,31.62,2019,4,19,15,5,16
436.36,23.5,57.39,51.75,25.98,31.62,2019,4,19,15,5,21
436.36,24.0,57.42,51.71,25.98,31.65,2019,4,19,15,5,26
431.67,24.5,57.35,51.75,25.98,31.65,2019,4,19,15,5,31
431.67,25.0,57.39,51.75,26.01,31.62,2019,4,19,15,5,36
441.06,25.5,57.35,51.78,25.98,31.65,2019,4,19,15,5,41
436.36,26.0,57.35,51.78,26.01,31.69,2019,4,19,15,5,46
431.67,26.5,57.32,51.75,25.98,31.65,2019,4,19,15,5,51
436.36,27.0,57.32,51.75,25.98,31.69,2019,4,19,15,5,56
431.67,27.0,57.32,51.78,26.01,31.65,2019,4,19,15,6,1
431.67,27.5,57.28,51.75,26.01,31.65,2019,4,19,15,6,6
431.67,28.0,57.28,51.71,26.01,31.65,2019,4,19,15,6,11
436.36,28.5,57.28,51.71,26.01,31.65,2019,4,19,15,6,16
431.67,29.0,57.28,51.68,25.98,31.65,2019,4,19,15,6,21
431.67,29.5,57.28,51.68,25.98,31.65,2019,4,19,15,6,26
431.67,30.0,57.28,51.68,26.01,31.65,2019,4,19,15,6,31
436.36,30.0,57.28,51.68,26.01,31.65,2019,4,19,15,6,36
431.67,30.5,57.32,51.68,26.01,31.65,2019,4,19,15,6,41
436.36,31.0,57.28,51.68,26.01,31.65,2019,4,19,15,6,46
436.36,31.5,57.28,51.71,26.01,31.65,2019,4,19,15,6,51
436.36,32.0,6,2019,4,19,15,6,56
431.67,32.5,59.84,54.09,28.68,34.36,2019,4,19,15,7,1
426.98,32.5,59.80,54.09,28.68,34.39,2019,4,19,15,7,6
431.67,33.0,59.80,54.06,28.68,34.39,2019,4,19,15,7,11
431.67,33.5,59.84,54.09,28.68,34.39,2019,4,19,15,7,16
431.67,34.0,59.84,54.09,28.64,34.36,2019,4,19,15,7,21
431.67,34.5,59.84,54.09,28.64,34.39,2019,4,19,15,7,26
436.36,34.5,59.80,54.09,28.64,34.36,2019,4,19,15,7,31
436.36,35.0,59.84,54.09,28.64,34.39,2019,4,19,15,7,36
441.06,35.5,59.84,54.13,28.64,34.39,2019,4,19,15,7,41
426.98,36.0,59.84,54.13,28.64,34.36,2019,4,19,15,7,46
431.67,36.5,59.87,54.09,28.68,34.36,2019,4,19,15,7,51
436.36,36.5,59.91,54.09,28.68,34.36,2019,4,19,15,7,56
436.36,37.0,59.87,54.09,28.64,34.36,2019,4,19,15,8,1
431.67,37.5,59.91,54.09,28.68,34.39,2019,4,19,15,8,6
436.36,38.0,59.94,54.09,28.64,34.39,2019,4,19,15,8,11
431.67,38.0,59.94,54.13,28.64,34.36,2019,4,19,15,8,16
431.67,38.5,59.94,54.13,28.64,34.39,2019,4,19,15,8,21
436.36,39.0,59.94,54.16,28.64,34.36,2019,4,19,15,8,26
426.98,39.5,59.97,54.16,28.61,34.36,2019,4,19,15,8,31
431.67,39.5,60.01,54.16,28.61,34.39,2019,4,19,15,8,36
436.36,40.0,60.01,54.19,28.57,34.39,2019,4,19,15,8,41
426.98,40.5,59.97,54.16,28.61,34.39,2019,4,19,15,8,46
431.67,41.0,60.04,54.19,28.54,34.36,2019,4,19,15,8,51
436.36,41.0,60.01,54.16,28.57,34.39,2019,4,19,15,8,56
431.67,41.5,60.04,54.16,28.57,34.36,2019,4,19,15,9,1
426.98,42.0,60.04,54.19,28.57,34.36,2019,4,19,15,9,6
426.98,42.5,60.08,54.19,28.57,34.39,2019,4,19,15,9,11
426.98,43.5,60.04,54.19,28.57,34.36,2019,4,19,15,9,16
436.36,44.0,60.08,54.23,28.57,34.36,2019,4,19,15,9,21
431.67,44.5,60.08,54.23,28.57,34.36,2019,4,19,15,9,26
426.98,47.0,60.04,54.23,28.57,34.36,2019,4,19,15,9,31
436.36,47.0,60.04,54.26,28.61,34.36,2019,4,19,15,9,36
431.67,47.5,60.01,54.26,28.61,34.36,2019,4,19,15,9,41
436.36,47.5,60.01,54.26,28.57,34.39,2019,4,19,15,9,46
431.67,48.0,60.01,54.23,28.61,34.36,2019,4,19,15,9,51
431.67,48.5,59.97,54.26,28.61,34.36,2019,4,19,15,9,56
431.67,49.5,59.97,54.26,28.61,34.36,2019,4,19,15,10,1
436.36,50.0,59.97,54.23,28.61,34.39,2019,4,19,15,10,6
431.67,50.5,59.97,54.19,28.64,34.36,2019,4,19,15,10,11
426.98,51.0,59.91,54.19,28.61,34.36,2019,4,19,15,10,16
436.36,51.5,59.91,54.19,28.61,34.39,2019,4,19,15,10,21
431.67,52.5,59.87,54.19,28.64,34.36,2019,4,19,15,10,26
436.36,53.0,59.87,54.19,28.61,34.39,2019,4,19,15,10,31
426.98,53.5,59.84,54.16,28.61,34.39,2019,4,19,15,10,36
436.36,54.0,59.87,54.19,28.61,34.36,2019,4,19,15,10,41
436.36,54.5,59.84,54.16,28.64,34.36,2019,4,19,15,10,46
436.36,55.5,59.84,54.13,28.61,34.36,2019,4,19,15,10,51
436.36,56.0,59.80,54.13,28.64,34.36,2019,4,19,15,10,56
436.36,56.5,59.80,54.13,28.64,34.36,2019,4,19,15,11,1
426.98,57.0,59.80,54.13,28.64,34.36,2019,4,19,15,11,6
426.98,57.5,59.84,54.09,28.64,34.36,2019,4,19,15,11,11
431.67,58.5,59.87,54.09,28.68,34.36,2019,4,19,15,11,16
436.36,59.0,59.87,54.09,28.64,34.32,2019,4,19,15,11,21
436.36,59.5,59.91,54.09,28.68,34.36,2019,4,19,15,11,26
431.67,60.0,59.94,54.09,28.64,34.36,2019,4,19,15,11,31
431.67,60.5,59.91,54.13,28.64,34.39,2019,4,19,15,11,36
426.98,61.0,59.91,54.16,28.68,34.39,2019,4,19,15,11,41
436.36,61.5,59.87,54.16,28.68,34.39,2019,4,19,15,11,46
436.36,62.0,59.84,54.16,28.71,34.36,2019,4,19,15,11,51
436.36,63.0,59.84,54.16,28.68,34.39,2019,4,19,15,11,56
436.36,63.5,59.84,54.16,28.68,34.42,2019,4,19,15,12,1
431.67,65.0,59.87,54.13,28.68,34.39,2019,4,19,15,12,6
436.36,65.0,59.84,54.13,28.68,34.39,2019,4,19,15,12,11
426.98,65.5,59.84,54.09,28.68,34.42,2019,4,19,15,12,16
431.67,66.0,59.80,54.09,28.64,34.42,2019,4,19,15,12,21
426.98,66.0,59.80,54.13,28.64,34.42,2019,4,19,15,12,26
436.36,66.5,59.80,54.13,28.68,34.39,2019,4,19,15,12,31
426.98,67.0,59.80,54.09,28.68,34.39,2019,4,19,15,12,36
436.36,67.5,59.80,54.13,28.68,34.36,2019,4,19,15,12,41
431.67,68.5,59.77,54.09,28.68,34.39,2019,4,19,15,12,46
436.36,69.0,59.74,54.06,28.68,34.36,2019,4,19,15,12,51
431.67,69.5,59.74,54.02,28.64,34.39,2019,4,19,15,12,56
431.67,70.0,59.74,54.06,28.68,34.39,2019,4,19,15,13,1
436.36,70.5,59.74,54.02,28.68,34.39,2019,4,19,15,13,6
431.67,71.0,59.74,54.02,28.68,34.39,2019,4,19,15,13,11
431.67,71.5,59.74,54.02,28.68,34.39,2019,4,19,15,13,16
431.67,72.0,59.74,54.02,28.71,34.39,2019,4,19,15,13,21
431.67,72.5,59.74,54.02,28.71,34.36,2019,4,19,15,13,26
436.36,73.0,59.74,54.02,28.68,34.36,2019,4,19,15,13,31
436.36,73.5,59.77,54.02,28.71,34.36,2019,4,19,15,13,37
436.36,74.0,59.80,54.02,28.71,34.39,2019,4,19,15,13,41
431.67,74.5,59.80,53.99,28.68,34.36,2019,4,19,15,13,47
436.36,75.0,59.80,54.06,28.71,34.39,2019,4,19,15,13,51
426.98,75.5,59.80,54.06,28.71,34.39,2019,4,19,15,13,57
436.36,76.5,59.80,54.06,28.71,34.39,2019,4,19,15,14,2
436.36,77.0,59.80,54.09,28.74,34.42,2019,4,19,15,14,7
436.36,77.5,59.80,54.09,28.71,34.39,2019,4,19,15,14,12
436.36,78.0,59.77,54.06,28.74,34.42,2019,4,19,15,14,17
436.36,78.5,59.77,54.09,28.74,34.42,2019,4,19,15,14,22
436.36,79.0,59.77,54.09,28.74,34.46,2019,4,19,15,14,27
436.36,79.5,59.77,54.06,28.71,34.42,2019,4,19,15,14,32
431.67,80.0,59.77,54.02,28.71,34.46,2019,4,19,15,14,37
431.67,80.5,59.74,54.06,28.74,34.46,2019,4,19,15,14,42
426.98,81.0,59.74,54.02,28.71,34.42,2019,4,19,15,14,47
431.67,81.5,59.74,54.06,28.74,34.42,2019,4,19,15,14,52
426.98,82.0,59.74,54.06,28.74,34.42,2019,4,19,15,14,57
436.36,82.5,59.77,54.02,28.74,34.42,2019,4,19,15,15,2
431.67,83.0,59.80,54.06,28.78,34.42,2019,4,19,15,15,7
426.98,83.5,59.80,53.99,28.74,34.42,2019,4,19,15,15,12
431.67,84.0,59.77,53.99,28.74,34.42,2019,4,19,15,15,17
431.67,84.5,59.80,54.02,28.74,34.46,2019,4,19,15,15,22
436.36,85.0,59.84,54.06,28.74,34.46,2019,4,19,15,15,27
436.36,85.5,59.84,54.02,28.71,34.46,2019,4,19,15,15,32
436.36,86.0,59.84,54.13,28.71,34.46,2019,4,19,15,15,37
431.67,87.0,59.84,54.09,28.71,34.42,2019,4,19,15,15,42
441.06,87.5,59.84,54.13,28.71,34.46,2019,4,19,15,15,47
426.98,88.0,59.84,54.13,28.71,34.42,2019,4,19,15,15,52
426.98,88.5,59.87,54.09,28.71,34.46,2019,4,19,15,15,57
426.98,89.0,59.84,54.13,28.74,34.46,2019,4,19,15,16,2
436.36,89.5,59.84,54.13,28.71,34.46,2019,4,19,15,16,7
426.98,90.0,59.87,54.13,28.74,34.42,2019,4,19,15,16,12
436.36,90.5,59.87,54.13,28.71,34.46,2019,4,19,15,16,17
426.98,91.0,59.84,54.13,28.71,34.42,2019,4,19,15,16,22
436.36,91.5,59.87,54.13,28.71,34.46,2019,4,19,15,16,27
436.36,92.0,59.84,54.13,28.71,34.42,2019,4,19,15,16,32
436.36,92.5,59.84,54.13,28.74,34.42,2019,4,19,15,16,37
431.67,93.0,59.84,54.16,28.71,34.46,2019,4,19,15,16,42
426.98,93.5,59.80,54.13,28.71,34.42,2019,4,19,15,16,47
431.67,94.0,59.91,54.13,28.74,34.46,2019,4,19,15,16,52
431.67,94.5,59.87,54.09,28.71,34.46,2019,4,19,15,16,57
431.67,95.0,59.94,54.13,28.74,34.42,2019,4,19,15,17,2
431.67,95.5,59.94,54.16,28.71,34.46,2019,4,19,15,17,7
436.36,96.0,59.97,54.16,28.71,34.46,2019,4,19,15,17,12
426.98,96.5,60.01,54.13,28.74,34.46,2019,4,19,15,17,17
436.36,97.0,60.04,54.16,28.71,34.46,2019,4,19,15,17,22
431.67,97.5,60.04,54.19,28.71,34.46,2019,4,19,15,17,27
431.67,98.0,60.08,54.19,28.74,34.46,2019,4,19,15,17,32
426.98,98.5,60.08,54.19,28.74,34.46,2019,4,19,15,17,37
431.67,99.0,60.08,54.23,28.74,34.46,2019,4,19,15,17,42
426.98,99.5,60.04,54.23,28.74,34.46,2019,4,19,15,17,47
431.67,100.0,60.11,54.23,28.74,34.46,2019,4,19,15,17,52
436.36,100.5,60.08,54.23,28.71,34.46,2019,4,19,15,17,57
431.67,101.0,60.08,54.26,28.71,34.49,2019,4,19,15,18,2
431.67,101.5,60.01,54.30,28.71,34.49,2019,4,19,15,18,7
426.98,102.0,60.04,54.26,28.71,34.49,2019,4,19,15,18,12
436.36,102.5,60.04,54.26,28.71,34.49,2019,4,19,15,18,17
426.98,103.0,60.08,54.30,28.74,34.49,2019,4,19,15,18,22
436.36,103.5,60.08,54.30,28.71,34.49,2019,4,19,15,18,27
426.98,104.0,60.08,54.26,28.71,34.53,2019,4,19,15,18,32
431.67,105.0,60.08,54.26,28.71,34.53,2019,4,19,15,18,37
426.98,105.5,60.08,54.30,28.74,34.49,2019,4,19,15,18,42
426.98,106.0,60.08,54.30,28.74,34.46,2019,4,19,15,18,47
431.67,106.5,60.08,54.30,28.74,34.49,2019,4,19,15,18,52
431.67,107.0,60.04,54.30,28.74,34.49,2019,4,19,15,18,57
426.98,107.5,60.08,54.26,28.74,34.49,2019,4,19,15,19,2
436.36,108.5,60.08,54.30,28.74,34.53,2019,4,19,15,19,7
426.98,109.0,60.08,54.30,28.78,34.49,2019,4,19,15,19,12
431.67,109.5,60.08,54.30,28.74,34.53,2019,4,19,15,19,17
436.36,109.5,60.08,54.30,28.78,34.49,2019,4,19,15,19,22
431.67,110.0,60.04,54.30,28.78,34.49,2019,4,19,15,19,27
436.36,110.5,60.04,54.30,28.78,34.49,2019,4,19,15,19,32
436.36,111.0,60.01,54.30,28.74,34.49,2019,4,19,15,19,37
436.36,111.5,60.01,54.30,28.78,34.53,2019,4,19,15,19,42
426.98,112.0,59.97,54.26,28.74,34.49,2019,4,19,15,19,47
426.98,112.5,60.01,54.26,28.74,34.49,2019,4,19,15,19,52
426.98,113.0,59.97,54.30,28.74,34.53,2019,4,19,15,19,57
436.36,113.5,59.97,54.26,28.74,34.53,2019,4,19,15,20,2
426.98,114.0,59.91,54.26,28.74,34.49,2019,4,19,15,20,7
436.36,114.5,59.87,54.26,28.74,34.49,2019,4,19,15,20,12
426.98,115.0,59.87,54.26,28.74,34.49,2019,4,19,15,20,17
426.98,115.5,59.87,54.23,28.74,34.49,2019,4,19,15,20,22
431.67,116.0,59.87,54.23,28.71,34.46,2019,4,19,15,20,27
426.98,116.5,59.84,54.16,28.71,34.49,2019,4,19,15,20,32
431.67,117.0,59.84,54.16,28.74,34.46,2019,4,19,15,20,37
426.98,117.5,59.80,54.16,28.71,34.46,2019,4,19,15,20,42
431.67,118.0,59.80,54.16,28.71,34.46,2019,4,19,15,20,47
426.98,118.5,59.84,54.13,28.71,34.46,2019,4,19,15,20,52
426.98,119.0,59.87,54.13,28.71,34.42,2019,4,19,15,20,57
431.67,119.5,59.84,54.13,28.74,34.42,2019,4,19,15,21,2
426.98,120.0,59.91,54.09,28.74,34.42,2019,4,19,15,21,7
431.67,120.5,59.91,54.13,28.74,34.42,2019,4,19,15,21,12
436.36,121.0,59.91,54.16,28.71,34.42,2019,4,19,15,21,17
426.98,121.5,59.94,54.19,28.71,34.46,2019,4,19,15,21,22
426.98,122.0,59.97,54.16,28.74,34.46,2019,4,19,15,21,27
431.67,122.5,59.97,54.19,28.71,34.46,2019,4,19,15,21,32
431.67,123.5,59.70,54.02,29.18,34.97,2019,4,19,15,21,42
431.67,124.0,59.70,54.06,29.15,35.00,2019,4,19,15,21,47
431.67,124.5,59.70,54.09,29.18,34.97,2019,4,19,15,21,52
426.98,125.0,59.70,54.06,29.18,34.97,2019,4,19,15,21,57
431.67,126.5,59.70,54.06,29.18,35.00,2019,4,19,15,22,2
426.98,126.5,59.70,54.02,29.18,34.97,2019,4,19,15,22,7
431.67,127.0,59.70,54.06,29.15,35.00,2019,4,19,15,22,12
426.98,127.5,59.70,54.09,29.18,34.97,2019,4,19,15,22,17
422.29,128.0,59.70,54.06,29.18,34.97,2019,4,19,15,22,22
426.98,128.0,59.70,54.06,29.18,35.00,2019,4,19,15,22,27
426.98,128.5,59.70,54.06,29.18,35.00,2019,4,19,15,22,32
431.67,129.0,59.70,54.09,29.15,35.00,2019,4,19,15,22,37
431.67,129.5,59.70,54.09,29.18,35.00,2019,4,19,15,22,42
426.98,130.0,59.70,54.09,29.18,34.97,2019,4,19,15,22,47
426.98,130.5,59.67,54.09,29.18,35.00,2019,4,19,15,22,52
422.29,131.0,59.67,54.06,29.18,35.00,2019,4,19,15,22,57
426.98,131.5,59.67,54.06,29.18,35.03,2019,4,19,15,23,2
422.29,132.5,59.63,54.09,29.18,35.00,2019,4,19,15,23,7
431.67,133.0,59.63,54.09,29.18,34.97,2019,4,19,15,23,12
431.67,133.5,59.63,54.02,29.22,35.00,2019,4,19,15,23,17
431.67,134.0,59.60,54.06,29.22,35.00,2019,4,19,15,23,22
426.98,134.5,59.60,54.06,29.18,35.00,2019,4,19,15,23,28
431.67,135.0,59.60,54.02,29.18,35.00,2019,4,19,15,23,32
431.67,135.5,59.57,54.02,29.18,35.00,2019,4,19,15,23,38
431.67,136.0,59.57,54.02,29.18,35.00,2019,4,19,15,23,43
431.67,136.5,59.60,53.99,29.18,35.00,2019,4,19,15,23,47
431.67,137.0,59.63,54.02,29.18,35.00,2019,4,19,15,23,53
422.29,137.5,59.60,53.99,29.15,35.00,2019,4,19,15,23,58
426.98,138.0,59.63,53.99,29.18,35.00,2019,4,19,15,24,3
431.67,138.5,59.63,54.02,29.18,34.97,2019,4,19,15,24,8
431.67,139.0,59.63,54.02,29.18,35.00,2019,4,19,15,24,13
431.67,139.5,59.67,54.02,29.18,35.00,2019,4,19,15,24,18
436.36,140.0,59.67,54.02,29.18,34.97,2019,4,19,15,24,23
431.67,140.5,59.67,54.02,29.18,34.97,2019,4,19,15,24,28
431.67,141.0,59.67,54.06,29.18,35.00,2019,4,19,15,24,33
426.98,141.5,59.67,54.02,29.18,34.97,2019,4,19,15,24,38
431.67,142.0,59.67,54.02,29.18,35.00,2019,4,19,15,24,43
422.29,142.5,59.70,54.02,29.18,34.97,2019,4,19,15,24,48
426.98,143.0,59.70,54.02,29.18,34.97,2019,4,19,15,24,53
422.29,143.5,59.70,54.02,29.18,34.97,2019,4,19,15,24,58
422.29,144.0,59.70,54.06,29.18,35.00,2019,4,19,15,25,3
431.67,144.5,59.70,54.06,29.15,34.97,2019,4,19,15,25,8
426.98,145.0,59.70,54.06,29.18,34.97,2019,4,19,15,25,13
426.98,145.5,59.74,54.02,29.18,34.97,2019,4,19,15,25,18
422.29,146.0,59.74,54.02,29.18,35.00,2019,4,19,15,25,23
422.29,146.5,59.77,54.06,29.15,35.00,2019,4,19,15,25,28
431.67,147.0,59.74,54.09,29.15,35.00,2019,4,19,15,25,33
426.98,147.5,59.80,54.09,29.15,35.00,2019,4,19,15,25,38
426.98,148.0,59.77,54.09,29.15,35.00,2019,4,19,15,25,43
422.29,148.5,59.77,54.13,29.15,35.00,2019,4,19,15,25,48
422.29,149.0,59.77,54.09,29.15,35.00,2019,4,19,15,25,53
426.98,149.5,59.77,54.09,29.15,34.97,2019,4,19,15,25,58
426.98,150.0,59.77,54.13,29.15,34.97,2019,4,19,15,26,3
431.67,150.5,59.77,54.13,29.15,34.97,2019,4,19,15,26,8
431.67,151.0,59.74,54.13,29.15,35.00,2019,4,19,15,26,13
436.36,151.5,59.74,54.13,29.15,34.97,2019,4,19,15,26,18
426.98,152.0,59.67,54.13,29.18,35.00,2019,4,19,15,26,23
431.67,152.5,59.63,54.13,29.15,34.93,2019,4,19,15,26,28
422.29,153.0,59.63,54.13,29.18,34.97,2019,4,19,15,26,33
426.98,153.0,59.60,54.09,29.15,34.97,2019,4,19,15,26,38
426.98,153.5,59.60,54.06,29.18,34.97,2019,4,19,15,26,43
431.67,155.0,59.57,54.02,29.18,34.97,2019,4,19,15,26,48
431.67,155.5,59.57,54.06,29.22,34.93,2019,4,19,15,26,53
426.98,155.5,59.53,54.02,29.18,34.93,2019,4,19,15,26,58
426.98,156.0,59.50,54.02,29.18,34.97,2019,4,19,15,27,3
426.98,156.5,59.53,53.99,29.15,34.90,2019,4,19,15,27,8
422.29,156.5,59.53,53.96,29.15,34.97,2019,4,19,15,27,13
426.98,157.0,59.57,53.99,29.15,34.97,2019,4,19,15,27,18
426.98,157.5,59.53,53.96,29.15,34.93,2019,4,19,15,27,23
431.67,158.0,59.57,53.99,29.12,34.93,2019,4,19,15,27,28
422.29,158.5,59.60,53.96,29.12,34.93,2019,4,19,15,27,33
426.98,159.0,59.60,53.99,29.12,34.93,2019,4,19,15,27,38
426.98,159.5,59.63,53.99,29.12,34.93,2019,4,19,15,27,43
426.98,160.0,59.63,53.99,29.15,34.93,2019,4,19,15,27,48
431.67,160.5,59.63,53.99,29.12,34.90,2019,4,19,15,27,53
426.98,161.0,59.63,53.99,29.12,34.90,2019,4,19,15,27,58
431.67,161.5,59.63,54.02,29.12,34.90,2019,4,19,15,28,3
431.67,162.0,59.67,54.02,29.12,34.93,2019,4,19,15,28,8
431.67,162.5,59.67,54.06,29.12,34.90,2019,4,19,15,28,13
426.98,163.0,59.67,54.06,29.08,34.90,2019,4,19,15,28,18
426.98,163.5,59.67,54.02,29.08,34.90,2019,4,19,15,28,23
431.67,164.0,59.67,54.06,29.08,34.90,2019,4,19,15,28,28
431.67,164.5,59.70,54.02,29.08,34.93,2019,4,19,15,28,33
422.29,165.0,59.74,54.02,29.08,34.86,2019,4,19,15,28,38
431.67,165.5,59.70,54.06,29.08,34.90,2019,4,19,15,28,43
422.29,166.0,59.70,54.02,29.12,34.93,2019,4,19,15,28,48
431.67,166.5,59.74,54.06,29.12,34.90,2019,4,19,15,28,53
431.67,166.5,59.74,54.09,29.12,34.90,2019,4,19,15,28,58
426.98,167.0,59.70,54.06,29.08,34.86,2019,4,19,15,29,3
426.98,167.5,59.74,54.06,29.12,34.90,2019,4,19,15,29,8
431.67,168.0,59.74,54.06,29.15,34.90,2019,4,19,15,29,13
431.67,168.5,59.70,54.09,29.15,34.90,2019,4,19,15,29,18
426.98,169.0,59.67,54.06,29.12,34.93,2019,4,19,15,29,23
422.29,169.5,59.67,54.09,29.12,34.93,2019,4,19,15,29,28
431.67,170.0,59.63,54.06,29.15,34.93,2019,4,19,15,29,33
431.67,170.5,59.67,54.09,29.15,34.93,2019,4,19,15,29,38
431.67,171.0,59.63,54.09,29.18,34.90,2019,4,19,15,29,43
426.98,171.5,59.67,54.06,29.15,34.93,2019,4,19,15,29,48
426.98,172.0,59.67,54.02,29.15,34.97,2019,4,19,15,29,53
426.98,172.5,59.67,54.02,29.18,34.90,2019,4,19,15,29,58
422.29,173.0,59.67,54.02,29.15,34.93,2019,4,19,15,30,3
431.67,173.5,59.67,54.06,29.18,34.93,2019,4,19,15,30,8
431.67,174.0,59.67,54.06,29.18,34.93,2019,4,19,15,30,13
431.67,174.5,59.67,54.02,29.22,34.93,2019,4,19,15,30,18
