Conductivity,Weight,Temperature1,Temperature2,Temperature3,Temperature4,Year,Month,Day,Hour,Minute,Second
431.67,175.0,59.70,54.02,29.18,34.93,2019,4,19,15,30,23
431.67,176.0,59.74,54.06,29.18,34.97,2019,4,19,15,30,28
431.67,176.5,59.77,54.06,29.18,34.97,2019,4,19,15,30,33
422.29,176.5,59.74,54.06,29.18,34.97,2019,4,19,15,30,38
426.98,177.0,59.80,54.06,29.18,34.97,2019,4,19,15,30,43
431.67,177.5,59.77,54.13,29.15,34.97,2019,4,19,15,30,48
431.67,177.5,59.80,54.13,29.15,34.97,2019,4,19,15,30,53
422.29,178.0,59.80,54.13,29.15,34.97,2019,4,19,15,30,58
422.29,178.5,59.77,54.13,29.15,34.97,2019,4,19,15,31,3
422.29,179.0,59.74,54.13,29.15,35.00,2019,4,19,15,31,8
431.67,179.5,59.74,54.16,29.15,35.00,2019,4,19,15,31,13
422.29,180.0,59.70,54.13,29.15,35.00,2019,4,19,15,31,18
422.29,180.5,59.70,54.13,29.18,34.97,2019,4,19,15,31,23
422.29,181.0,59.70,54.13,29.18,34.97,2019,4,19,15,31,28
426.98,181.5,59.67,54.09,29.22,34.97,2019,4,19,15,31,33
426.98,182.0,59.67,54.06,29.22,34.97,2019,4,19,15,31,38
426.98,182.5,59.63,54.06,29.22,34.97,2019,4,19,15,31,43
422.29,183.0,59.70,54.02,29.22,34.93,2019,4,19,15,31,48
422.29,183.5,59.67,54.02,29.22,34.97,2019,4,19,15,31,53
431.67,184.0,59.70,54.06,29.22,35.00,2019,4,19,15,31,58
426.98,184.5,59.67,54.06,29.25,35.00,2019,4,19,15,32,3
426.98,185.0,59.70,54.06,29.22,35.00,2019,4,19,15,32,8
422.29,185.0,59.70,54.09,29.22,35.00,2019,4,19,15,32,13
426.98,185.5,59.70,54.09,29.22,35.00,2019,4,19,15,32,18
426.98,186.0,59.70,54.09,29.22,35.00,2019,4,19,15,32,23
422.29,186.5,59.70,54.13,29.22,35.00,2019,4,19,15,32,28
422.29,187.0,59.70,54.09,29.22,35.00,2019,4,19,15,32,33
422.29,187.5,59.74,54.09,29.25,35.03,2019,4,19,15,32,38
431.67,188.0,59.70,54.06,29.25,35.00,2019,4,19,15,32,43
426.98,189.0,59.74,54.06,29.25,35.00,2019,4,19,15,32,48
426.98,189.5,59.74,54.09,29.28,35.00,2019,4,19,15,32,53
431.67,190.0,59.74,54.06,29.28,35.03,2019,4,19,15,32,58
426.98,190.5,59.74,54.06,29.28,35.03,2019,4,19,15,33,3
431.67,191.0,59.74,54.09,29.25,35.03,2019,4,19,15,33,9
431.67,191.5,59.74,54.13,29.28,35.03,2019,4,19,15,33,14
426.98,192.0,59.74,54.13,29.25,35.03,2019,4,19,15,33,18
426.98,192.5,59.70,54.13,29.28,35.03,2019,4,19,15,33,23
426.98,193.0,59.74,54.13,29.25,35.07,2019,4,19,15,33,29
426.98,193.5,59.70,54.13,29.25,35.07,2019,4,19,15,33,33
426.98,194.0,59.70,54.13,29.22,35.07,2019,4,19,15,33,39
426.98,194.5,59.70,54.13,29.25,35.07,2019,4,19,15,33,44
422.29,195.0,59.70,54.09,29.22,35.03,2019,4,19,15,33,49
426.98,195.5,59.67,54.09,29.25,35.03,2019,4,19,15,33,54
426.98,196.0,59.67,54.09,29.22,35.03,2019,4,19,15,33,59
431.67,196.5,59.67,54.13,29.22,35.03,2019,4,19,15,34,4
431.67,197.0,59.63,54.13,29.22,35.03,2019,4,19,15,34,9
426.98,197.5,59.67,54.09,29.22,35.00,2019,4,19,15,34,14
426.98,198.0,59.63,54.09,29.22,35.03,2019,4,19,15,34,19
431.67,198.5,59.63,54.09,29.22,35.03,2019,4,19,15,34,24
422.29,199.0,59.63,54.09,29.18,35.00,2019,4,19,15,34,29
422.29,200.5,59.60,54.09,29.22,35.00,2019,4,19,15,34,34
426.98,201.0,59.60,54.06,29.22,35.00,2019,4,19,15,34,39
426.98,201.0,59.53,54.06,29.22,34.97,2019,4,19,15,34,44
431.67,201.5,59.53,54.06,29.18,35.00,2019,4,19,15,34,49
422.29,202.0,59.57,54.02,29.22,35.00,2019,4,19,15,34,54
422.29,202.5,59.57,53.96,29.18,34.97,2019,4,19,15,34,59
422.29,203.0,59.60,53.99,29.18,35.00,2019,4,19,15,35,4
422.29,203.5,59.60,53.99,29.18,34.97,2019,4,19,15,35,9
426.98,204.0,59.60,53.99,29.18,34.97,2019,4,19,15,35,14
431.67,204.5,59.63,54.02,29.18,34.93,2019,4,19,15,35,19
426.98,205.0,59.63,53.99,29.15,34.93,2019,4,19,15,35,24
422.29,205.5,59.63,54.02,29.18,34.97,2019,4,19,15,35,29
431.67,206.0,59.60,54.02,29.18,34.97,2019,4,19,15,35,34
422.29,206.5,59.63,53.99,29.18,34.97,2019,4,19,15,35,39
426.98,207.0,59.63,53.99,29.15,34.97,2019,4,19,15,35,44
426.98,207.5,59.63,54.02,29.18,34.93,2019,4,19,15,35,49
426.98,208.0,59.63,54.02,29.15,34.97,2019,4,19,15,35,54
431.67,208.5,59.63,54.06,29.18,34.97,2019,4,19,15,35,59
431.67,209.0,59.67,54.02,29.18,34.97,2019,4,19,15,36,4
422.29,209.5,59.60,54.02,29.15,34.97,2019,4,19,15,36,9
422.29,210.5,59.74,54.13,29.18,34.93,2019,4,19,15,36,19
422.29,211.5,59.74,54.13,29.18,34.93,2019,4,19,15,36,29
431.67,212.0,59.77,54.13,29.18,34.93,2019,4,19,15,36,34
426.98,212.5,59.74,54.13,29.22,34.93,2019,4,19,15,36,39
431.67,213.0,59.77,54.13,29.18,34.97,2019,4,19,15,36,44
422.29,213.5,59.74,54.13,29.18,34.93,2019,4,19,15,36,49
422.29,214.5,59.74,54.13,29.18,34.93,2019,4,19,15,36,59
431.67,215.0,59.77,54.13,29.18,34.93,2019,4,19,15,37,4
426.98,215.5,59.74,54.13,29.22,34.93,2019,4,19,15,37,9
422.29,216.0,59.77,54.13,29.18,34.97,2019,4,19,15,37,14
422.29,216.5,59.74,54.13,29.18,34.93,2019,4,19,15,37,19
422.29,217.0,59.74,54.16,29.18,34.93,2019,4,19,15,37,24
422.29,217.5,59.70,54.16,29.18,34.93,2019,4,19,15,37,29
426.98,218.0,59.74,54.13,29.18,34.93,2019,4,19,15,37,34
422.29,218.5,59.67,54.13,29.22,34.93,2019,4,19,15,37,39
422.29,219.0,59.67,54.09,29.22,34.97,2019,4,19,15,37,44
431.67,219.5,59.70,54.09,29.18,34.93,2019,4,19,15,37,49
426.98,220.0,59.70,54.09,29.22,34.93,2019,4,19,15,37,54
398.83,220.5,59.70,54.09,29.18,34.97,2019,4,19,15,37,59
403.52,221.0,59.74,54.09,29.18,34.90,2019,4,19,15,38,4
398.83,221.5,59.70,54.09,29.22,34.97,2019,4,19,15,38,9
403.52,222.0,59.74,54.09,29.18,34.93,2019,4,19,15,38,14
398.83,222.5,59.70,54.09,29.15,34.93,2019,4,19,15,38,19
398.83,223.0,59.70,54.13,29.15,34.93,2019,4,19,15,38,24
394.13,223.5,59.74,54.13,29.15,34.93,2019,4,19,15,38,29
398.83,224.0,59.70,54.13,29.15,34.97,2019,4,19,15,38,34
403.52,224.5,59.70,54.09,29.15,34.93,2019,4,19,15,38,39
398.83,225.0,59.70,54.09,29.15,34.93,2019,4,19,15,38,44
403.52,225.5,59.67,54.13,29.15,34.93,2019,4,19,15,38,49
394.13,226.0,59.60,54.13,29.15,34.93,2019,4,19,15,38,54
398.83,226.5,59.60,54.09,29.15,34.90,2019,4,19,15,38,59
398.83,227.0,59.57,54.09,29.15,34.93,2019,4,19,15,39,4
403.52,227.5,59.57,54.06,29.12,34.90,2019,4,19,15,39,9
408.21,228.0,59.57,54.02,29.15,34.86,2019,4,19,15,39,14
408.21,228.5,59.53,54.06,29.12,34.86,2019,4,19,15,39,19
398.83,229.0,59.53,54.02,29.12,34.86,2019,4,19,15,39,24
403.52,229.5,59.53,54.02,29.15,34.86,2019,4,19,15,39,29
389.44,230.0,59.50,53.99,29.15,34.86,2019,4,19,15,39,34
403.52,230.5,59.53,53.99,29.18,34.83,2019,4,19,15,39,39
398.83,231.0,59.50,53.99,29.18,34.86,2019,4,19,15,39,44
403.52,231.5,59.50,53.92,29.18,34.86,2019,4,19,15,39,49
403.52,232.0,59.50,53.96,29.18,34.83,2019,4,19,15,39,54
403.52,232.5,59.53,53.92,29.18,34.83,2019,4,19,15,39,59
394.13,233.0,59.57,53.96,29.18,34.90,2019,4,19,15,40,4
403.52,233.5,59.60,53.96,29.18,34.86,2019,4,19,15,40,9
408.21,234.0,59.60,53.96,29.22,34.90,2019,4,19,15,40,14
403.52,234.5,59.63,53.99,29.22,34.90,2019,4,19,15,40,19
403.52,235.0,59.63,53.99,29.22,34.90,2019,4,19,15,40,24
394.13,235.5,59.67,54.02,29.22,34.93,2019,4,19,15,40,29
408.21,236.0,59.67,54.02,29.22,34.93,2019,4,19,15,40,34
403.52,236.5,59.67,54.06,29.18,34.90,2019,4,19,15,40,39
408.21,237.0,59.63,54.06,29.22,34.93,2019,4,19,15,40,44
403.52,237.5,59.67,54.06,29.18,34.93,2019,4,19,15,40,49
398.83,238.0,59.67,54.06,29.18,34.90,2019,4,19,15,40,54
403.52,238.5,59.67,54.06,29.22,34.93,2019,4,19,15,40,59
403.52,239.0,59.67,54.02,29.18,34.97,2019,4,19,15,41,4
403.52,239.5,59.63,54.06,29.18,34.93,2019,4,19,15,41,9
408.21,240.0,59.67,54.06,29.18,34.97,2019,4,19,15,41,14
403.52,240.5,59.63,54.09,29.18,34.90,2019,4,19,15,41,19
403.52,241.0,59.63,54.06,29.18,34.93,2019,4,19,15,41,24
403.52,241.5,59.67,54.02,29.22,34.90,2019,4,19,15,41,29
398.83,242.0,59.67,54.06,29.18,34.90,2019,4,19,15,41,34
403.52,242.5,59.67,54.09,29.25,34.90,2019,4,19,15,41,39
398.83,243.5,59.67,54.02,29.22,34.93,2019,4,19,15,41,44
398.83,243.5,59.70,54.02,29.25,34.97,2019,4,19,15,41,49
398.83,244.0,59.67,54.02,29.22,34.93,2019,4,19,15,41,54
398.83,244.5,59.74,54.06,29.18,34.93,2019,4,19,15,41,59
408.21,245.0,59.70,54.02,29.25,34.97,2019,4,19,15,42,4
398.83,245.5,59.67,54.06,29.22,34.93,2019,4,19,15,42,9
403.52,246.0,59.70,54.09,29.25,34.97,2019,4,19,15,42,14
403.52,247.0,59.70,54.06,29.22,34.97,2019,4,19,15,42,19
403.52,247.5,59.67,54.09,29.25,34.97,2019,4,19,15,42,24
403.52,248.0,59.67,54.09,29.25,34.97,2019,4,19,15,42,29
403.52,248.5,59.67,54.06,29.25,34.97,2019,4,19,15,42,34
403.52,249.0,59.60,54.09,29.25,35.00,2019,4,19,15,42,39
403.52,249.5,59.60,54.09,29.28,35.00,2019,4,19,15,42,44
398.83,250.0,59.60,54.06,29.25,34.97,2019,4,19,15,42,49
403.52,250.5,59.63,54.06,29.28,35.00,2019,4,19,15,42,55
398.83,251.0,59.63,54.06,29.25,35.00,2019,4,19,15,42,59
403.52,251.5,59.60,54.02,29.25,35.00,2019,4,19,15,43,4
403.52,252.0,59.60,54.02,29.25,35.00,2019,4,19,15,43,10
398.83,252.5,59.60,54.06,29.28,34.97,2019,4,19,15,43,15
403.52,253.0,59.60,53.99,29.25,35.00,2019,4,19,15,43,19
394.13,253.5,59.63,54.02,29.28,35.00,2019,4,19,15,43,25
398.83,254.0,59.63,54.02,29.25,34.97,2019,4,19,15,43,29
398.83,254.5,59.60,54.02,29.28,35.00,2019,4,19,15,43,35
394.13,255.0,59.63,54.02,29.25,34.97,2019,4,19,15,43,40
408.21,255.5,59.63,54.02,29.25,35.00,2019,4,19,15,43,45
403.52,256.0,59.67,54.02,29.22,35.00,2019,4,19,15,43,50
398.83,256.5,59.63,54.02,29.22,35.00,2019,4,19,15,43,55
403.52,257.0,59.67,54.02,29.22,34.97,2019,4,19,15,44,0
403.52,257.5,59.70,54.06,29.22,34.97,2019,4,19,15,44,5
398.83,258.0,59.70,54.06,29.22,34.97,2019,4,19,15,44,10
408.21,258.5,59.70,54.06,29.22,34.97,2019,4,19,15,44,15
394.13,259.0,59.74,54.06,29.22,34.97,2019,4,19,15,44,20
403.52,259.5,59.74,54.06,29.22,34.97,2019,4,19,15,44,25
398.83,260.0,59.74,54.09,29.18,34.97,2019,4,19,15,44,30
403.52,260.5,59.74,54.09,29.22,34.97,2019,4,19,15,44,35
403.52,261.0,59.77,54.09,29.22,34.93,2019,4,19,15,44,40
398.83,261.5,59.77,54.09,29.22,34.97,2019,4,19,15,44,45
403.52,262.0,59.77,54.13,29.15,34.97,2019,4,19,15,44,50
398.83,262.5,59.80,54.16,29.15,34.97,2019,4,19,15,44,55
403.52,263.0,59.84,54.13,29.18,34.97,2019,4,19,15,45,0
403.52,263.5,59.87,54.13,29.22,34.97,2019,4,19,15,45,5
398.83,264.0,59.84,54.13,29.18,34.97,2019,4,19,15,45,10
394.13,264.5,59.87,54.16,29.18,35.00,2019,4,19,15,45,15
403.52,265.0,59.87,54.16,29.18,34.97,2019,4,19,15,45,20
398.83,265.5,59.87,54.16,29.15,34.97,2019,4,19,15,45,25
403.52,266.0,59.87,54.16,29.18,34.97,2019,4,19,15,45,30
403.52,266.5,59.87,54.19,29.18,34.97,2019,4,19,15,45,35
398.83,267.0,59.91,54.19,29.18,34.97,2019,4,19,15,45,40
394.13,267.5,59.91,54.19,29.22,34.97,2019,4,19,15,45,45
403.52,268.0,59.91,54.19,29.25,34.97,2019,4,19,15,45,50
403.52,268.5,59.94,54.19,29.18,34.97,2019,4,19,15,45,55
403.52,269.0,59.91,54.19,29.22,34.97,2019,4,19,15,46,0
403.52,269.5,59.94,54.23,29.25,34.97,2019,4,19,15,46,5
398.83,270.0,59.94,54.19,29.18,35.00,2019,4,19,15,46,10
398.83,270.5,59.94,54.23,29.22,35.00,2019,4,19,15,46,15
403.52,271.0,59.91,54.26,29.18,35.00,2019,4,19,15,46,20
398.83,271.5,59.91,54.30,29.22,35.00,2019,4,19,15,46,25
403.52,272.0,59.91,54.26,29.22,35.00,2019,4,19,15,46,30
398.83,272.5,59.91,54.26,29.22,35.00,2019,4,19,15,46,35
394.13,273.0,59.84,54.26,29.18,35.00,2019,4,19,15,46,40
403.52,273.5,59.87,54.26,29.18,34.97,2019,4,19,15,46,45
398.83,274.0,59.80,54.23,29.18,34.97,2019,4,19,15,46,50
398.83,274.5,59.80,54.23,29.15,34.97,2019,4,19,15,46,55
398.83,275.0,59.77,54.23,29.18,34.97,2019,4,19,15,47,0
